num;question;a;b;c;d;solution;area_code;area;thema;image;Tags
215;Wer wird als „Kanzler der Deutschen Einheit“ bezeichnet?;Gerhard Schröder;Helmut Kohl;Konrad Adenauer;Helmut Schmidt;b;geschichte;Geschichte und Verantwortung;Wichtige Stationen nach 1945;-;person
216;Welches Symbol ist im Plenarsaal des Deutschen Bundestages zu sehen?;die Fahne der Stadt Berlin.;der Bundesadler.;der Reichsadler.;die Reichskrone.;b;politik;Politik in der Demokratie;Staatssymbole;frage_216;image
217;In welchem Zeitraum gab es die Deutsche Demokratische Republik (DDR)?;1919 bis 1927;1933 bis 1945;1949 bis 1990;1945 bis 1961;c;geschichte;Geschichte und Verantwortung;Wichtige Stationen nach 1945;-;date
218;Wie viele Bundesländer kamen bei der Wiedervereinigung 1990 zur Bundesrepublik Deutschland hinzu?;4;5;6;7;b;geschichte;Geschichte und Verantwortung;Wiedervereinigung;-;date
219;Die Bundesrepublik Deutschland hat die Grenzen von heute seit ...;1933.;1949.;1971.;1990.;d;geschichte;Geschichte und Verantwortung;Wiedervereinigung;-;date
220;Der 27. Januar ist in Deutschland ein offizieller Gedenktag. Woran erinnert dieser Tag?;an das Ende des Zweiten Weltkrieges;an die Verabschiedung des Grundgesetzes;an die Wiedervereinigung Deutschlands;an die Opfer des Nationalsozialismus;d;geschichte;Geschichte und Verantwortung;Der Nationalsozialismus und seine Folgen;-;date,difficult
221;Deutschland ist Mitglied des Schengener Abkommens. Was bedeutet das?;Deutsche können in viele Länder Europas ohne Passkontrolle reisen.;Alle Menschen können ohne Personenkontrolle in Deutschland einreisen.;Deutsche können ohne Passkontrolle in jedes Land reisen.;Deutsche können in jedem Land mit dem Euro bezahlen.;a;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
222;Welches Land ist ein Nachbarland von Deutschland?;Ungarn;Portugal;Spanien;Schweiz;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
223;Welches Land ist ein Nachbarland von Deutschland?;Rumänien;Bulgarien;Polen;Griechenland;c;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
224;Was bedeutet die Abkürzung EU?;Europäische Unternehmen;Europäische Union;Einheitliche Union;Euro Union;b;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
225;In welchem anderen Land gibt es eine große deutschsprachige Bevölkerung?;Tschechien;Norwegen;Spanien;Österreich;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
226;Welche ist die Flagge der Europäischen Union?;2;1;4;3;a;geschichte;Geschichte und Verantwortung;Deutschland in Europa;frage_226;image
227;Welches Land ist ein Nachbarland von Deutschland?;Finnland;Dänemark;Norwegen;Schweden;b;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
228;Wie wird der Beitritt der DDR zur Bundesrepublik Deutschland im Jahr 1990 allgemein genannt?;NATO-Osterweiterung;EU-Osterweiterung;Europäische Gemeinschaft;Deutsche Wiedervereinigung;d;geschichte;Geschichte und Verantwortung;Wiedervereinigung;-;date,difficult
229;Welches Land ist ein Nachbarland von Deutschland?;Spanien;Bulgarien;Norwegen;Luxemburg;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
230;Das Europäische Parlament wird regelmäßig gewählt, nämlich alle ...;5 Jahre.;6 Jahre.;7 Jahre.;8 Jahre.;a;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
231;Was bedeutet der Begriff „europäische Integration“?;Damit sind amerikanische Einwanderer in Europa gemeint.;Der Begriff meint den Einwanderungsstopp nach Europa.;Damit sind europäische Auswanderer in den USA gemeint.;Der Begriff meint den Zusammenschluss europäischer Staaten zur EU.;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
232;Wer wird bei der Europawahl gewählt?;die Europäische Kommission;die Länder, die in die EU eintreten dürfen;die europäische Verfassung;die Abgeordneten des Europäischen Parlaments;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;difficult
233;Welches Land ist ein Nachbarland von Deutschland?;Tschechien;Bulgarien;Griechenland;Portugal;a;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
234;Wo ist der Sitz des Europäischen Parlaments?;London;Paris;Berlin;Straßburg;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
235;Der französische Staatspräsident François Mitterrand und der deutsche Bundeskanzler Helmut Kohl gedenken in Verdun gemeinsam der Toten beider Weltkriege. Welches Ziel der Europäischen Union wird bei diesem Treffen deutlich?;Freundschaft zwischen England und Deutschland;Reisefreiheit in alle Länder der EU;Frieden und Sicherheit in den Ländern der EU;einheitliche Feiertage in den Ländern der EU;c;geschichte;Geschichte und Verantwortung;Deutschland in Europa;frage_235;image,person
236;Wie viele Mitgliedstaaten hat die EU heute?;21;23;25;28;d;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
237;2007 wurde das 50-jährige Jubiläum der „Römischen Verträge“ gefeiert. Was war der Inhalt der Verträge?;Beitritt Deutschlands zur NATO;Gründung der Europäischen Wirtschaftsgemeinschaft (EWG);Verpflichtung Deutschlands zu Reparationsleistungen;Festlegung der Oder-Neiße-Linie als Ostgrenze;b;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;date
238;An welchen Orten arbeitet das Europäische Parlament?;Paris, London und Den Haag;Straßburg, Luxemburg und Brüssel;Rom, Bern und Wien;Bonn, Zürich und Mailand;b;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
239;Durch welche Verträge schloss sich die Bundesrepublik Deutschland mit anderen Staaten zur Europäischen Wirtschaftsgemeinschaft zusammen?;durch die „Hamburger Verträge“;durch die „Römischen Verträge“;durch die „Pariser Verträge“;durch die „Londoner Verträge“;b;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;
240;Seit wann bezahlt man in Deutschland mit dem Euro in bar?;1995;1998;2002;2005;c;geschichte;Geschichte und Verantwortung;Deutschland in Europa;-;date
241;Frau Seger bekommt ein Kind. Was muss sie tun, um Elterngeld zu erhalten?;Sie muss an ihre Krankenkasse schreiben.;Sie muss nichts tun, denn sie bekommt automatisch Elterngeld.;Sie muss einen Antrag bei der Elterngeldstelle stellen.;Sie muss das Arbeitsamt um Erlaubnis bitten.;c;politik;Politik in der Demokratie;Recht und Alltag;-;
242;Wer entscheidet, ob ein Kind in Deutschland in den Kindergarten geht?;der Staat;die Bundesländer;die Eltern/die Erziehungsberechtigten;die Schulen;c;politik;Politik in der Demokratie;Recht und Alltag;-;
243;Maik und Sybille wollen mit Freunden an ihrem deutschen Wohnort eine Demonstration auf der Straße abhalten. Was müssen sie vorher tun?;Sie müssen nichts tun. Man darf in Deutschland jederzeit überall demonstrieren.;Sie müssen die Demonstration anmelden.;Sie können gar nichts tun, denn Demonstrationen sind in Deutschland grundsätzlich verboten.;Maik und Sybille müssen einen neuen Verein gründen, weil nur Vereine demonstrieren dürfen.;b;politik;Politik in der Demokratie;Recht und Alltag;-;
244;Welchen Schulabschluss braucht man normalerweise, um an einer Universität in Deutschland ein Studium zu beginnen?;das Abitur;ein Diplom;die Prokura;eine Gesellenprüfung;a;gesellschaft;Mensch und Gesellschaft;Bildung;-;
245;Wer darf in Deutschland nicht als Paar zusammenleben?;Hans (20 Jahre) und Marie (19 Jahre);Tom (20 Jahre) und Klaus (45 Jahre);Sofie (35 Jahre) und Lisa (40 Jahre);Anne (13 Jahre) und Tim (25 Jahre);d;politik;Politik in der Demokratie;Recht und Alltag;-;
246;Ab welchem Alter ist man in Deutschland volljährig?;16;18;19;21;b;politik;Politik in der Demokratie;Recht und Alltag;-;
247;Eine Frau ist schwanger. Sie ist kurz vor und nach der Geburt ihres Kindes vom Gesetz besonders geschützt. Wie heißt dieser Schutz?;Elternzeit;Geburtsvorbereitung;Mutterschutz;Wochenbett;c;politik;Politik in der Demokratie;Recht und Alltag;-;
248;Die Erziehung der Kinder ist in Deutschland vor allem Aufgabe ...;des Staates.;der Eltern.;der Großeltern.;der Schulen.;b;politik;Politik in der Demokratie;Pflichten;-;
249;Wer ist in Deutschland hauptsächlich verantwortlich für die Kindererziehung?;der Staat;die Eltern;die Verwandten;die Schulen;b;politik;Politik in der Demokratie;Pflichten;-;
250;In Deutschland hat man die besten Chancen auf einen gut bezahlten Arbeitsplatz, wenn man ...;katholisch ist.;gut ausgebildet ist.;eine Frau ist.;Mitglied einer Partei ist.;b;gesellschaft;Mensch und Gesellschaft;Bildung;-;
251;Wenn man in Deutschland ein Kind schlägt, ...;geht das niemanden etwas an.;geht das nur die Familie etwas an.;kann man dafür nicht bestraft werden.;kann man dafür bestraft werden.;d;politik;Politik in der Demokratie;Recht und Alltag;-;
252;In Deutschland ...;darf man zur gleichen Zeit nur mit einem Partner / einer Partnerin verheiratet sein.;kann man mehrere Ehepartner / Ehepartnerinnen gleichzeitig haben.;darf man nicht wieder heiraten, wenn man einmal verheiratet war.;darf eine Frau nicht wieder heiraten, wenn ihr Mann gestorben ist.;a;politik;Politik in der Demokratie;Recht und Alltag;-;
253;Wo müssen Sie sich anmelden, wenn Sie in Deutschland umziehen?;beim Einwohnermeldeamt;beim Standesamt;beim Ordnungsamt;beim Gewerbeamt;a;politik;Politik in der Demokratie;Kommune;-;
254;In Deutschland dürfen Ehepaare sich scheiden lassen. Meistens müssen sie dazu das „Trennungsjahr“ einhalten. Was bedeutet das?;Der Scheidungsprozess dauert ein Jahr.;Mann und Frau sind ein Jahr verheiratet, dann ist die Scheidung möglich.;Das Besuchsrecht für die Kinder gilt ein Jahr.;Mann und Frau führen mindestens ein Jahr getrennt ihr eigenes Leben. Danach ist die Scheidung möglich.;d;politik;Politik in der Demokratie;Recht und Alltag;-;
255;Bei Erziehungsproblemen können Eltern in Deutschland Hilfe erhalten vom ...;Ordnungsamt.;Schulamt.;Jugendamt.;Gesundheitsamt.;c;politik;Politik in der Demokratie;Kommune;-;
256;Ein Ehepaar möchte in Deutschland ein Restaurant eröffnen. Was braucht es dazu unbedingt?;eine Erlaubnis der Polizei;eine Genehmigung einer Partei;eine Genehmigung des Einwohnermeldeamts;eine Gaststättenerlaubnis von der zuständigen Behörde;d;politik;Politik in der Demokratie;Kommune;-;
257;Eine erwachsene Frau möchte in Deutschland das Abitur nachholen. Das kann sie an ...;einer Hochschule.;einem Abendgymnasium.;einer Hauptschule.;einer Privatuniversität.;b;gesellschaft;Mensch und Gesellschaft;Bildung;-;
258;Was darf das Jugendamt in Deutschland?;Es entscheidet, welche Schule das Kind besucht.;Es kann ein Kind, das geschlagen wird oder hungern muss, aus der Familie nehmen.;Es bezahlt das Kindergeld an die Eltern.;Es kontrolliert, ob das Kind einen Kindergarten besucht.;b;politik;Politik in der Demokratie;Recht und Alltag;-;
259;Das Berufsinformationszentrum BIZ bei der Bundesagentur für Arbeit in Deutschland hilft bei der ...;Rentenberechnung.;Lehrstellensuche.;Steuererklärung.;Krankenversicherung.;b;politik;Politik in der Demokratie;Kommune;-;
260;In Deutschland hat ein Kind in der Schule ...;Recht auf unbegrenzte Freizeit.;Wahlfreiheit für alle Fächer.;Anspruch auf Schulgeld.;Anwesenheitspflicht.;d;politik;Politik in der Demokratie;Pflichten;-;
261;Ein Mann möchte mit 30 Jahren in Deutschland sein Abitur nachholen. Wo kann er das tun? An ...;einer Hochschule;einem Abendgymnasium;einer Hauptschule;einer Privatuniversität;b;gesellschaft;Mensch und Gesellschaft;Bildung;-;
262;Was bedeutet in Deutschland der Grundsatz der Gleichbehandlung?;Niemand darf z. B. wegen einer Behinderung benachteiligt werden.;Man darf andere Personen benachteiligen, wenn ausreichende persönliche Gründe hierfür vorliegen.;Niemand darf gegen Personen klagen, wenn sie benachteiligt wurden.;Es ist für alle Gesetz, benachteiligten Gruppen jährlich Geld zu spenden.;a;politik;Politik in der Demokratie;Grundrechte;-;
263;In Deutschland sind Jugendliche ab 14 Jahren strafmündig. Das bedeutet: Jugendliche, die 14 Jahre und älter sind und gegen Strafgesetze verstoßen, ...;werden bestraft.;werden wie Erwachsene behandelt.;teilen die Strafe mit ihren Eltern.;werden nicht bestraft.;a;politik;Politik in der Demokratie;Recht und Alltag;-;
264;Zu welchem Fest tragen Menschen in Deutschland bunte Kostüme und Masken?;am Rosenmontag;am Maifeiertag;beim Oktoberfest;an Pfingsten;a;gesellschaft;Mensch und Gesellschaft;Interkulturelles Zusammenleben;-;
265;Wohin muss man in Deutschland zuerst gehen, wenn man heiraten möchte?;zum Einwohnermeldeamt;zum Ordnungsamt;zur Agentur für Arbeit;zum Standesamt;d;politik;Politik in der Demokratie;Kommune;-;
266;Wann beginnt die gesetzliche Nachtruhe in Deutschland?;wenn die Sonne untergeht;um 22 Uhr;wenn die Nachbarn schlafen gehen;um 0 Uhr, Mitternacht;b;politik;Politik in der Demokratie;Recht und Alltag;-;
267;Eine junge Frau in Deutschland, 22 Jahre alt, lebt mit ihrem Freund zusammen. Die Eltern der Frau finden das nicht gut, weil ihnen der Freund nicht gefällt. Was können die Eltern tun?;Sie müssen die Entscheidung der volljährigen Tochter respektieren.;Sie haben das Recht, die Tochter in die elterliche Wohnung zurückzuholen.;Sie können zur Polizei gehen und die Tochter anzeigen.;Sie suchen einen anderen Mann für die Tochter.;a;politik;Politik in der Demokratie;Recht und Alltag;-;
268;Eine junge Frau will den Führerschein machen. Sie hat Angst vor der Prüfung weil ihre Muttersprache nicht Deutsch ist. Was ist richtig?;Sie muss mindestens zehn Jahre in Deutschland leben, bevor sie den Führerschein machen kann.;Sie kann die Theorie-Prüfung vielleicht in ihrer Muttersprache machen. Es gibt mehr als zehn Sprachen zur Auswahl.;Wenn sie kein Deutsch kann, darf sie keinen Führerschein haben.;Sie muss den Führerschein in dem Land machen, in dem man ihre Sprache spricht.;b;politik;Politik in der Demokratie;Recht und Alltag;-;
269;In Deutschland haben Kinder ab dem Alter von drei Jahren bis zur Ersteinschulung einen Anspruch auf ...;monatliches Taschengeld.;einen Kindergartenplatz.;einen Platz in einem Sportverein.;einen Ferienpass.;b;gesellschaft;Mensch und Gesellschaft;Bildung;-;
270;Die Volkshochschule in Deutschland ist eine Einrichtung ...;für den Religionsunterricht.;nur für Jugendliche.;zur Weiterbildung.;nur für Rentner und Rentnerinnen.;c;gesellschaft;Mensch und Gesellschaft;Bildung;-;
271;Was ist in Deutschland ein Brauch zu Weihnachten?;bunte Eier verstecken;einen Tannenbaum schmücken;sich mit Masken und Kostümen verkleiden;Kürbisse vor die Tür stellen;b;gesellschaft;Mensch und Gesellschaft;Interkulturelles Zusammenleben;-;
272;Welche Lebensform ist in Deutschland nicht erlaubt?;Mann und Frau sind geschieden und leben mit neuen Partnern zusammen.;Zwei Frauen leben zusammen.;Ein allein erziehender Vater lebt mit seinen zwei Kindern zusammen.;Ein Mann ist mit zwei Frauen zur selben Zeit verheiratet.;d;politik;Politik in der Demokratie;Recht und Alltag;-;
273;Bei Erziehungsproblemen gehen Sie in Deutschland ...;zum Arzt / zur Ärztin.;zum Gesundheitsamt.;zum Einwohnermeldeamt.;zum Jugendamt.;d;politik;Politik in der Demokratie;Kommune;-;
274;Sie haben in Deutschland absichtlich einen Brief geöffnet, der an eine andere Person adressiert ist. Was haben Sie nicht beachtet?;das Schweigerecht;das Briefgeheimnis;die Schweigepflicht;die Meinungsfreiheit;b;politik;Politik in der Demokratie;Grundrechte;-;
275;Was braucht man in Deutschland für eine Ehescheidung?;die Einwilligung der Eltern;ein Attest eines Arztes / einer Ärztin;die Einwilligung der Kinder;die Unterstützung eines Anwalts / einer Anwältin;d;politik;Politik in der Demokratie;Recht und Alltag;-;
276;Was sollten Sie tun, wenn Sie von Ihrem Ansprechpartner / Ihrer Ansprechpartnerin in einer deutschen Behörde schlecht behandelt werden?;Ich kann nichts tun.;Ich muss mir diese Behandlung gefallen lassen.;Ich drohe der Person.;Ich kann mich beim Behördenleiter / bei der Behördenleiterin beschweren.;d;politik;Politik in der Demokratie;Recht und Alltag;-;
277;Eine Frau, die ein zweijähriges Kind hat, bewirbt sich in Deutschland um eine Stelle. Was ist ein Beispiel für Diskriminierung? Sie bekommt die Stelle nur deshalb nicht, weil sie ...;kein Englisch spricht.;zu hohe Gehaltsvorstellungen hat.;keine Erfahrungen in diesem Beruf hat.;Mutter ist.;d;politik;Politik in der Demokratie;Grundrechte;-;
278;Ein Mann im Rollstuhl hat sich auf eine Stelle als Buchhalter beworben. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil er ...;im Rollstuhl sitzt.;keine Erfahrung hat.;zu hohe Gehaltsvorstellungen hat.;kein Englisch spricht.;a;politik;Politik in der Demokratie;Grundrechte;-;
279;In den meisten Mietshäusern in Deutschland gibt es eine „Hausordnung“. Was steht in einer solchen „Hausordnung“? Sie nennt ...;Regeln für die Benutzung öffentlicher Verkehrsmittel.;alle Mieter und Mieterinnen im Haus.;Regeln, an die sich alle Bewohner und Bewohnerinnen halten müssen.;die Adresse des nächsten Ordnungsamtes.;c;politik;Politik in der Demokratie;Recht und Alltag;-;
280;Wenn Sie sich in Deutschland gegen einen falschen Steuerbescheid wehren wollen, müssen Sie ...;nichts machen.;den Bescheid wegwerfen.;Einspruch einlegen.;warten, bis ein anderer Bescheid kommt.;c;politik;Politik in der Demokratie;Recht und Alltag;-;
281;Zwei Freunde wollen in ein öffentliches Schwimmbad in Deutschland. Beide haben eine dunkle Hautfarbe und werden deshalb nicht hineingelassen. Welches Recht wird in dieser Situation verletzt? Das Recht auf ...;Meinungsfreiheit;Gleichbehandlung;Versammlungsfreiheit;Freizügigkeit;b;politik;Politik in der Demokratie;Grundrechte;-;
282;Welches Ehrenamt müssen deutsche Staatsbürger / Staatsbürgerinnen übernehmen, wenn sie dazu aufgefordert werden?;Vereinstrainer / Vereinstrainerin;Bibliotheksaufsicht;Wahlhelfer / Wahlhelferin;Lehrer / Lehrerin;c;politik;Politik in der Demokratie;Pflichten;-;
283;Was tun Sie, wenn Sie eine falsche Rechnung von einer deutschen Behörde bekommen?;Ich lasse die Rechnung liegen.;Ich lege Widerspruch bei der Behörde ein.;Ich schicke die Rechnung an die Behörde zurück.;Ich gehe mit der Rechnung zum Finanzamt.;b;politik;Politik in der Demokratie;Recht und Alltag;-;
284;Was man für die Arbeit können muss, ändert sich in der Zukunft sehr schnell. Was kann man tun?;Es ist egal, was man lernt.;Kinder lernen in der Schule alles, was im Beruf wichtig ist. Nach der Schule muss man nicht weiter lernen.;Erwachsene müssen auch nach der Ausbildung immer weiter lernen.;Alle müssen früher aufhören zu arbeiten, weil sich alles ändert.;c;gesellschaft;Mensch und Gesellschaft;Bildung;-;
285;Frau Frost arbeitet als fest angestellte Mitarbeiterin in einem Büro. Was muss sie nicht von ihrem Gehalt bezahlen?;Umsatzsteuer;Lohnsteuer;Beiträge zur Arbeitslosenversicherung;Beiträge zur Renten- und Krankenversicherung;a;politik;Politik in der Demokratie;Sozialsystem;-;
286;Welche Organisation in einer Firma hilft den Arbeitnehmern und Arbeitnehmerinnen bei Problemen mit dem Arbeitgeber / der Arbeitgeberin?;der Betriebsrat;der Betriebsprüfer / die Betriebsprüferin;die Betriebsgruppe;das Betriebsmanagement;a;politik;Politik in der Demokratie;Recht und Alltag;-;
287;Sie möchten bei einer Firma in Deutschland Ihr Arbeitsverhältnis beenden. Was müssen Sie beachten?;die Gehaltszahlungen;die Arbeitszeit;die Kündigungsfrist;die Versicherungspflicht;c;politik;Politik in der Demokratie;Recht und Alltag;-;
288;Bei welchem Amt muss man in Deutschland in der Regel seinen Hund anmelden?;beim Finanzamt;beim Einwohnermeldeamt;bei der Kommune (Stadt oder Gemeinde);beim Gesundheitsamt;c;politik;Politik in der Demokratie;Kommune;-;
289;Ein Mann mit dunkler Hautfarbe bewirbt sich um eine Stelle als Kellner in einem Restaurant in Deutschland. Was ist ein Beispiel für Diskriminierung? Er bekommt die Stelle nur deshalb nicht, weil ...;seine Deutschkenntnisse zu gering sind.;er zu hohe Gehaltsvorstellungen hat.;er eine dunkle Haut hat.;er keine Erfahrungen im Beruf hat.;c;politik;Politik in der Demokratie;Grundrechte;-;
290;Sie haben in Deutschland einen Fernseher gekauft. Zu Hause packen Sie den Fernseher aus, doch er funktioniert nicht. Der Fernseher ist kaputt. Was können Sie machen?;eine Anzeige schreiben;den Fernseher reklamieren;das Gerät ungefragt austauschen;die Garantie verlängern;b;politik;Politik in der Demokratie;Recht und Alltag;-;
291;Warum muss man in Deutschland bei der Steuererklärung aufschreiben, ob man zu einer Kirche gehört oder nicht? Weil ...;das für die Statistik in Deutschland wichtig ist.;es eine Kirchensteuer gibt, die an die Einkommen- und Lohnsteuer geknüpft ist.;man mehr Steuern zahlen muss, wenn man nicht zu einer Kirche gehört.;die Kirche für die Steuererklärung verantwortlich ist.;b;politik;Politik in der Demokratie;Recht und Alltag;-;
292;Die Menschen in Deutschland leben nach dem Grundsatz der religiösen Toleranz. Was bedeutet das?;Es dürfen keine Moscheen gebaut werden.;Alle Menschen glauben an Gott.;Jeder kann glauben, was er möchte.;Der Staat entscheidet, an welchen Gott die Menschen glauben.;c;gesellschaft;Mensch und Gesellschaft;Religiöse Vielfalt;-;
293;Was ist in Deutschland ein Brauch an Ostern?;Kürbisse vor die Tür stellen;einen Tannenbaum schmücken;Eier bemalen;Raketen in die Luft schießen;c;gesellschaft;Mensch und Gesellschaft;Interkulturelles Zusammenleben;-;
294;Pfingsten ist ein ...;christlicher Feiertag.;deutscher Gedenktag.;internationaler Trauertag.;bayerischer Brauch.;a;gesellschaft;Mensch und Gesellschaft;Religiöse Vielfalt;-;
295;Welche Religion hat die europäische und deutsche Kultur geprägt?;der Hinduismus;das Christentum;der Buddhismus;der Islam;b;gesellschaft;Mensch und Gesellschaft;Religiöse Vielfalt;-;
296;In Deutschland nennt man die letzten vier Wochen vor Weihnachten ...;den Buß- und Bettag.;das Erntedankfest.;die Adventszeit.;Allerheiligen.;c;gesellschaft;Mensch und Gesellschaft;Religiöse Vielfalt;-;
297;Aus welchem Land sind die meisten Migranten / Migrantinnen nach Deutschland gekommen?;Italien;Polen;Marokko;Türkei;d;gesellschaft;Mensch und Gesellschaft;Migrationsgeschichte;-;
298;In der DDR lebten vor allem Migranten aus ...;Vietnam, Polen, Mosambik.;Frankreich, Rumänien, Somalia.;Chile, Ungarn, Simbabwe.;Nordkorea, Mexiko, Ägypten.;a;gesellschaft;Mensch und Gesellschaft;Migrationsgeschichte;-;
299;Ausländische Arbeitnehmer und Arbeitnehmerinnen, die in den 50er und 60er Jahren von der Bundesrepublik Deutschland angeworben wurden, nannte man ...;Schwarzarbeiter / Schwarzarbeiterinnen;Gastarbeiter / Gastarbeiterinnen;Zeitarbeiter / Zeitarbeiterinnen;Schichtarbeiter / Schichtarbeiterinnen;b;gesellschaft;Mensch und Gesellschaft;Migrationsgeschichte;-;
300;Aus welchem Land kamen die ersten Gastarbeiter / Gastarbeiterinnen nach Deutschland?;Italien;Spanien;Portugal;Türkei;a;gesellschaft;Mensch und Gesellschaft;Migrationsgeschichte;-;
BB-1;Welches Wappen gehört zum Bundesland Brandenburg?;1;2;3;4;a;land;Bundesland;Brandenburg;frage_bb_1;image
BB-2;Welches ist ein Landkreis in Brandenburg?;Prignitz;Rhein-Sieg-Kreis;Vogtlandkreis;Amberg-Sulzbach;a;land;Bundesland;Brandenburg;-;
BB-3;Für wie viele Jahre wird der Landtag in Brandenburg gewählt?;3;4;5;6;c;land;Bundesland;Brandenburg;-;
BB-4;Ab welchem Alter darf man in Brandenburg bei Kommunalwahlen wählen?;14;18;16;20;c;land;Bundesland;Brandenburg;-;
BB-5;Welche Farben hat die Landesflagge von Brandenburg?;blau-weiß-rot;rot-weiß;grün-weiß-rot;schwarz-gelb;b;land;Bundesland;Brandenburg;-;
BB-6;Wo können Sie sich in Brandenburg über politische Themen informieren?;bei den Kirchen;beim Ordnungsamt der Gemeinde;bei der Landeszentrale für politische Bildung;bei der Verbraucherzentrale;c;land;Bundesland;Brandenburg;-;
BB-7;Die Landeshauptstadt von Brandenburg heißt ...;Potsdam.;Cottbus.;Brandenburg.;Frankfurt/Oder.;a;land;Bundesland;Brandenburg;-;
BB-8;Welches Bundesland ist Brandenburg?;1;2;3;4;d;land;Bundesland;Brandenburg;frage_bb_8;image
BB-9;Wie nennt man den Regierungschef / die Regierungschefin in Brandenburg?;Erster Minister / Erste Ministerin;Premierminister / Premierministerin;Bürgermeister / Bürgermeisterin;Ministerpräsident / Ministerpräsidentin;d;land;Bundesland;Brandenburg;-;
BB-10;Welchen Minister / welche Ministerin hat Brandenburg nicht?;Justizminister / Justizministerin;Außenminister / Außenministerin;Finanzminister / Finanzministerin;Innenminister / Innenministerin;b;land;Bundesland;Brandenburg;-;
BE-1;Welches Wappen gehört zum Bundesland Berlin?;1;2;3;4;d;land;Bundesland;Berlin;frage_be_1;image
BE-2;Welches ist ein Bezirk von Berlin?;Altona;Prignitz;Pankow;Demmin;c;land;Bundesland;Berlin;-;
BE-3;Für wie viele Jahre wird das Landesparlament in Berlin gewählt?;3;4;5;6;c;land;Bundesland;Berlin;-;
BE-4;Ab welchem Alter darf man in Berlin bei Kommunalwahlen (Wahl der Bezirksverordnetenversammlung) wählen?;14;16;18;20;b;land;Bundesland;Berlin;-;
BE-5;Welche Farben hat die Landesflagge von Berlin?;blau-weiß-rot;weiß-rot;grün-weiß-rot;schwarz-gold;b;land;Bundesland;Berlin;-;
BE-6;Wo können Sie sich in Berlin über politische Themen informieren?;beim Ordnungsamt der Gemeinde;bei den Kirchen;bei der Verbraucherzentrale;bei der Landeszentrale für politische Bildung;d;land;Bundesland;Berlin;-;
BE-7;Welches Bundesland ist ein Stadtstaat?;Berlin;Saarland;Brandenburg;Hessen;a;land;Bundesland;Berlin;-;
BE-8;Welches Bundesland ist Berlin?;1;2;3;4;d;land;Bundesland;Berlin;frage_be_8;image
BE-9;Wie nennt man den Regierungschef / die Regierungschefin des Stadtstaates Berlin?;Ministerpräsident / Ministerpräsidentin;Oberbürgermeister / Oberbürgermeisterin;Präsident / Präsidentin des Senats;Regierender Bürgermeister / Regierende Bürgermeisterin;d;land;Bundesland;Berlin;-;
BE-10;Welchen Senator / welche Senatorin hat Berlin nicht?;Finanzsenator / Finanzsenatorin;Innensenator / Innensenatorin;Senator / Senatorin für Außenbeziehungen;Justizsenator / Justizsenatorin;c;land;Bundesland;Berlin;-;
BW-1;Welches Wappen gehört zum Bundesland Baden-Württemberg?;1;2;3;4;a;land;Bundesland;Baden-Württemberg;frage_bw_1;image
BW-2;Welches ist ein Landkreis in Baden-Württemberg?;Demmin;Neckar-Odenwald-Kreis;Nordfriesland;Altötting;b;land;Bundesland;Baden-Württemberg;-;
BW-3;Für wie viele Jahre wird der Landtag in Baden-Württemberg gewählt?;3;4;5;6;c;land;Bundesland;Baden-Württemberg;-;
BW-4;Ab welchem Alter darf man in Baden-Württemberg bei Kommunalwahlen wählen?;14;16;18;20;b;land;Bundesland;Baden-Württemberg;-;
BW-5;Welche Farben hat die Landesflagge von Baden-Württemberg?;blau-weiß-rot;schwarz-gold;weiß-blau;grün-weiß-rot;b;land;Bundesland;Baden-Württemberg;-;
BW-6;Wo können Sie sich in Baden-Württemberg über politische Themen informieren?;beim Ordnungsamt der Gemeinde;bei der Verbraucherzentrale;bei der Landeszentrale für politische Bildung;bei den Kirchen;c;land;Bundesland;Baden-Württemberg;-;
BW-7;Die Landeshauptstadt von Baden-Württemberg heißt ...;Heidelberg.;Stuttgart.;Karlsruhe.;Mannheim.;b;land;Bundesland;Baden-Württemberg;-;
BW-8;Welches Bundesland ist Baden-Württemberg?;1;2;3;4;b;land;Bundesland;Baden-Württemberg;frage_bw_8;image
